0.48;0.39;0.125;0.6905;0.219;0.155;0.2;12
0.33;0.26;0.08;0.2;0.0625;0.05;0.07;9
0.285;0.21;0.07;0.109;0.044;0.0265;0.033;5
0.3;0.23;0.075;0.127;0.052;0.03;0.0345;6
0.31;0.24;0.105;0.2885;0.118;0.065;0.083;6
0.34;0.255;0.075;0.18;0.0745;0.04;0.0525;6
0.375;0.3;0.075;0.144;0.059;0.03;0.044;7
0.415;0.325;0.1;0.4665;0.2285;0.1065;0.114;7
0.415;0.315;0.105;0.33;0.1405;0.0705;0.095;6
0.415;0.315;0.09;0.3625;0.175;0.0835;0.093;6
0.42;0.32;0.1;0.34;0.1745;0.05;0.0945;8
0.425;0.31;0.105;0.365;0.159;0.0825;0.105;6
0.465;0.375;0.11;0.5;0.21;0.113;0.1505;8
0.465;0.35;0.135;0.6265;0.259;0.1445;0.175;8
0.47;0.37;0.11;0.5555;0.25;0.115;0.163;8
0.47;0.375;0.12;0.6015;0.2765;0.1455;0.135;8
0.475;0.365;0.12;0.53;0.2505;0.0975;0.1625;10
0.48;0.37;0.135;0.6315;0.3445;0.1015;0.161;7
0.5;0.4;0.13;0.7715;0.37;0.16;0.211;8
0.505;0.39;0.185;0.6125;0.267;0.142;0.172;7
0.525;0.425;0.19;0.872;0.4625;0.1725;0.199;9
0.54;0.42;0.12;0.8115;0.392;0.1455;0.2235;9
0.545;0.45;0.15;0.8795;0.387;0.15;0.2625;11
0.565;0.44;0.15;0.983;0.4475;0.2355;0.2485;9
0.58;0.46;0.18;1.145;0.48;0.277;0.325;11
0.59;0.455;0.16;1.09;0.5;0.2215;0.292;9
0.59;0.48;0.16;1.262;0.5685;0.2725;0.335;9
0.595;0.49;0.185;1.185;0.482;0.2015;0.361;10
0.6;0.475;0.135;1.4405;0.5885;0.191;0.3175;9
0.6;0.5;0.155;1.332;0.6235;0.2835;0.35;8
0.6;0.485;0.165;1.1405;0.587;0.2175;0.288;9
0.605;0.475;0.175;1.201;0.5395;0.275;0.309;10
0.625;0.49;0.155;1.33;0.6675;0.259;0.33;10
0.63;0.5;0.185;1.362;0.5785;0.3125;0.384;10
0.64;0.585;0.195;1.647;0.7225;0.331;0.471;12
0.64;0.5;0.18;1.4995;0.593;0.314;0.431;11
0.655;0.545;0.165;1.6225;0.6555;0.299;0.513;12
0.66;0.525;0.215;1.786;0.6725;0.3615;0.4065;11
0.66;0.535;0.2;1.791;0.733;0.318;0.54;15
0.675;0.555;0.205;1.925;0.713;0.358;0.4535;13
0.675;0.55;0.175;1.689;0.694;0.371;0.474;13
0.69;0.55;0.18;1.659;0.8715;0.2655;0.4395;9
0.695;0.53;0.2;2.0475;0.75;0.4195;0.6095;14
0.7;0.525;0.19;1.6015;0.707;0.365;0.43;10
0.73;0.57;0.165;2.0165;1.0685;0.418;0.435;10
0.205;0.15;0.065;0.04;0.02;0.011;0.013;4
0.225;0.17;0.07;0.0565;0.024;0.013;0.016;4
0.23;0.18;0.05;0.064;0.0215;0.0135;0.02;5
0.275;0.195;0.07;0.0875;0.0345;0.022;0.0255;4
0.28;0.21;0.055;0.106;0.0415;0.0265;0.031;5
0.28;0.22;0.08;0.1315;0.066;0.024;0.03;5
0.295;0.22;0.07;0.126;0.0515;0.0275;0.035;6
0.31;0.225;0.075;0.155;0.065;0.037;0.0365;6
0.315;0.235;0.07;0.149;0.058;0.0325;0.047;7
0.34;0.265;0.07;0.185;0.0625;0.0395;0.07;7
0.37;0.29;0.08;0.2545;0.108;0.0565;0.07;6
0.38;0.285;0.085;0.237;0.115;0.0405;0.07;6
0.39;0.295;0.1;0.279;0.1155;0.059;0.08;7
0.405;0.31;0.065;0.3205;0.1575;0.066;0.088;6
0.415;0.325;0.1;0.3335;0.1445;0.0715;0.095;7
0.44;0.335;0.11;0.3885;0.175;0.0835;0.111;7
0.44;0.345;0.115;0.545;0.269;0.111;0.1305;6
0.44;0.325;0.1;0.4165;0.185;0.0865;0.11;6
0.44;0.355;0.12;0.495;0.231;0.11;0.125;7
0.45;0.35;0.125;0.4775;0.2235;0.089;0.118;6
0.45;0.35;0.12;0.468;0.2005;0.1065;0.1325;8
0.455;0.35;0.12;0.4555;0.1945;0.1045;0.1375;7
0.46;0.35;0.115;0.46;0.2025;0.1115;0.1165;6
0.46;0.345;0.12;0.4155;0.198;0.0885;0.107;7
0.46;0.345;0.115;0.4215;0.1895;0.102;0.111;6
0.465;0.355;0.11;0.474;0.23;0.1005;0.12;7
0.465;0.34;0.105;0.486;0.231;0.1035;0.1225;9
0.475;0.385;0.11;0.5735;0.311;0.1025;0.136;7
0.475;0.355;0.105;0.468;0.201;0.1115;0.12;8
0.48;0.37;0.1;0.5135;0.243;0.1015;0.135;8
0.5;0.375;0.145;0.6215;0.274;0.166;0.1485;7
0.5;0.38;0.11;0.494;0.218;0.09;0.1325;7
0.505;0.385;0.12;0.6005;0.239;0.142;0.185;7
0.515;0.395;0.12;0.646;0.285;0.1365;0.172;9
0.525;0.415;0.135;0.7945;0.394;0.189;0.202;7
0.525;0.425;0.125;0.812;0.4035;0.1705;0.195;8
0.53;0.42;0.17;0.828;0.41;0.208;0.1505;6
0.53;0.41;0.14;0.681;0.3095;0.1415;0.1835;6
0.53;0.405;0.15;0.889;0.4055;0.2275;0.215;8
0.54;0.435;0.14;0.7345;0.33;0.1595;0.213;9
0.55;0.425;0.125;0.964;0.5475;0.159;0.215;8
0.555;0.425;0.14;0.963;0.44;0.224;0.24;7
0.57;0.445;0.15;0.995;0.504;0.185;0.2505;9
0.57;0.435;0.14;0.8585;0.3905;0.196;0.2295;8
0.575;0.45;0.155;0.948;0.429;0.206;0.259;7
0.58;0.445;0.145;0.888;0.41;0.1815;0.2425;8
0.585;0.45;0.16;0.9045;0.405;0.2215;0.2335;8
0.59;0.465;0.14;1.046;0.4695;0.263;0.263;7
0.595;0.47;0.155;1.1775;0.542;0.269;0.31;9
0.595;0.465;0.15;1.0765;0.491;0.22;0.287;9
0.595;0.465;0.15;1.0255;0.412;0.2745;0.289;11
0.6;0.46;0.145;0.9325;0.3985;0.2245;0.248;8
0.6;0.46;0.15;1.235;0.6025;0.274;0.29;8
0.6;0.46;0.15;1.247;0.5335;0.2735;0.29;9
0.61;0.48;0.15;1.1495;0.564;0.274;0.264;8
0.615;0.485;0.16;1.1575;0.5005;0.2495;0.315;10
0.615;0.5;0.165;1.327;0.6;0.3015;0.355;10
0.615;0.47;0.155;1.2;0.5085;0.32;0.292;8
0.62;0.51;0.175;1.2705;0.5415;0.323;0.3225;9
0.62;0.485;0.175;1.2155;0.545;0.253;0.345;10
0.62;0.475;0.16;1.3245;0.6865;0.233;0.3275;9
0.625;0.48;0.17;1.3555;0.671;0.268;0.3385;10
