0.435;0.375;0.11;0.4155;0.17;0.076;0.145;8
0.45;0.335;0.115;0.3935;0.195;0.071;0.11;7
0.475;0.355;0.135;0.4775;0.2145;0.09;0.1435;8
0.475;0.36;0.11;0.452;0.191;0.099;0.13;8
0.485;0.37;0.14;0.5065;0.2425;0.088;0.1465;8
0.51;0.395;0.105;0.5525;0.234;0.127;0.165;8
0.515;0.39;0.12;0.565;0.235;0.135;0.179;9
0.52;0.41;0.14;0.699;0.3395;0.129;0.1945;10
0.525;0.4;0.14;0.6055;0.2605;0.108;0.21;9
0.53;0.425;0.155;0.7905;0.307;0.171;0.2595;9
0.53;0.425;0.13;0.702;0.2975;0.1395;0.22;9
0.53;0.42;0.135;0.675;0.294;0.156;0.1825;10
0.53;0.395;0.115;0.475;0.2025;0.101;0.148;8
0.53;0.41;0.15;0.612;0.2435;0.1525;0.1895;11
0.535;0.4;0.145;0.705;0.3065;0.1365;0.22;10
0.535;0.45;0.135;0.728;0.2845;0.1845;0.265;9
0.555;0.44;0.14;0.846;0.346;0.1715;0.2735;10
0.555;0.46;0.16;0.86;0.3345;0.1935;0.275;10
0.56;0.465;0.145;0.8875;0.3345;0.22;0.2695;9
0.56;0.43;0.145;0.898;0.3895;0.2325;0.245;9
0.565;0.43;0.125;0.6545;0.2815;0.139;0.21;9
0.575;0.45;0.145;0.795;0.364;0.1505;0.26;10
0.575;0.465;0.12;1.0535;0.516;0.2185;0.235;9
0.575;0.46;0.15;0.927;0.333;0.207;0.2985;9
0.58;0.42;0.14;0.701;0.3285;0.102;0.2255;9
0.58;0.45;0.155;0.8275;0.321;0.1975;0.2445;8
0.585;0.42;0.155;0.9845;0.442;0.2155;0.2875;13
0.585;0.47;0.145;0.9565;0.4025;0.2365;0.265;9
0.59;0.45;0.125;0.86;0.437;0.1515;0.245;9
0.595;0.48;0.185;1.1785;0.526;0.2975;0.314;10
0.615;0.48;0.185;1.2205;0.4985;0.315;0.33;10
0.615;0.455;0.13;0.9685;0.49;0.182;0.2655;10
0.62;0.5;0.175;1.107;0.4895;0.24;0.343;11
0.62;0.48;0.18;1.1305;0.5285;0.2655;0.306;12
0.62;0.48;0.155;1.2555;0.527;0.374;0.3175;11
0.625;0.495;0.155;1.177;0.5055;0.278;0.345;9
0.625;0.5;0.185;1.2425;0.5995;0.248;0.335;10
0.63;0.49;0.16;1.09;0.407;0.224;0.354;12
0.63;0.475;0.15;1.072;0.433;0.2975;0.315;8
0.645;0.51;0.155;1.129;0.5015;0.24;0.342;10
0.65;0.505;0.175;1.2075;0.5105;0.262;0.39;10
0.65;0.495;0.175;1.227;0.528;0.258;0.37;11
0.655;0.52;0.175;1.472;0.6275;0.27;0.45;13
0.665;0.525;0.18;1.5785;0.678;0.229;0.456;14
0.67;0.52;0.175;1.4755;0.6275;0.379;0.374;10
0.675;0.54;0.175;1.5545;0.6645;0.278;0.512;12
0.675;0.54;0.21;1.593;0.686;0.318;0.45;11
0.695;0.58;0.2;1.8995;0.675;0.478;0.5295;13
0.695;0.535;0.175;1.361;0.5465;0.2815;0.465;10
0.705;0.56;0.17;1.4575;0.607;0.318;0.44;11
0.74;0.58;0.205;2.381;0.8155;0.4695;0.488;12
0.205;0.155;0.045;0.0495;0.0235;0.011;0.014;3
0.305;0.23;0.075;0.1455;0.0595;0.0305;0.05;6
0.32;0.23;0.06;0.129;0.0615;0.0275;0.0355;7
0.355;0.27;0.1;0.2255;0.11;0.042;0.064;7
0.425;0.305;0.11;0.359;0.173;0.0875;0.0975;9
0.425;0.31;0.095;0.3505;0.1645;0.071;0.1;8
