0.64;0.485;0.16;1.006;0.456;0.2245;0.2835;9
0.64;0.495;0.165;1.307;0.678;0.292;0.266;11
0.645;0.505;0.185;1.463;0.592;0.3905;0.416;10
0.655;0.505;0.175;1.2905;0.6205;0.2965;0.326;10
0.67;0.515;0.17;1.4265;0.6605;0.3395;0.37;11
0.68;0.54;0.21;1.7885;0.8345;0.408;0.437;13
0.7;0.545;0.185;1.6135;0.75;0.4035;0.3685;11
0.73;0.585;0.225;2.2305;1.2395;0.422;0.563;14
0.75;0.615;0.205;2.2635;0.821;0.423;0.726;12
0.255;0.185;0.065;0.074;0.0305;0.0165;0.02;4
0.375;0.26;0.08;0.2075;0.09;0.0415;0.07;6
0.375;0.285;0.09;0.237;0.106;0.0395;0.08;8
0.39;0.3;0.1;0.2665;0.1105;0.059;0.084;7
0.39;0.28;0.09;0.215;0.0845;0.034;0.079;8
0.395;0.3;0.09;0.253;0.1155;0.05;0.075;6
0.42;0.32;0.11;0.309;0.115;0.0645;0.0945;6
0.435;0.335;0.105;0.3535;0.156;0.05;0.1135;7
0.435;0.325;0.105;0.335;0.136;0.065;0.115;8
0.44;0.32;0.105;0.3875;0.1755;0.074;0.12;9
0.45;0.33;0.115;0.365;0.14;0.0825;0.1245;8
0.45;0.34;0.125;0.4045;0.171;0.07;0.1345;8
0.455;0.355;0.105;0.372;0.138;0.0765;0.135;9
0.46;0.37;0.11;0.3965;0.1485;0.0855;0.1455;8
0.47;0.375;0.125;0.5225;0.2265;0.104;0.162;8
0.475;0.375;0.11;0.456;0.182;0.099;0.16;9
0.495;0.33;0.1;0.44;0.177;0.095;0.15;7
0.495;0.375;0.115;0.507;0.241;0.103;0.15;8
0.5;0.38;0.135;0.5285;0.226;0.123;0.209;8
0.515;0.385;0.125;0.572;0.237;0.1435;0.165;7
0.52;0.41;0.14;0.6625;0.2775;0.1555;0.196;11
0.52;0.395;0.115;0.6445;0.3155;0.1245;0.186;11
0.525;0.4;0.11;0.6275;0.3015;0.126;0.18;8
0.535;0.42;0.145;0.6885;0.273;0.1515;0.237;9
0.535;0.41;0.12;0.6835;0.3125;0.1655;0.159;8
0.54;0.42;0.19;0.6855;0.293;0.163;0.38;10
0.55;0.405;0.15;0.6755;0.3015;0.1465;0.21;10
0.55;0.445;0.145;0.783;0.3045;0.157;0.265;11
0.56;0.45;0.145;0.894;0.3885;0.2095;0.264;9
0.565;0.44;0.135;0.768;0.3305;0.1385;0.2475;9
0.57;0.45;0.145;0.95;0.4005;0.2235;0.2845;10
0.57;0.47;0.14;0.871;0.385;0.211;0.2315;10
0.575;0.47;0.15;0.9785;0.4505;0.196;0.276;9
0.575;0.43;0.13;0.7425;0.2895;0.2005;0.22;8
0.575;0.445;0.14;0.737;0.325;0.1405;0.237;10
0.575;0.445;0.16;0.9175;0.45;0.1935;0.24;9
0.58;0.435;0.155;0.8785;0.425;0.1685;0.2425;10
0.585;0.45;0.175;1.1275;0.4925;0.262;0.335;11
0.59;0.435;0.165;0.9765;0.4525;0.2395;0.235;9
0.59;0.47;0.145;0.974;0.453;0.236;0.289;8
0.59;0.405;0.15;0.853;0.326;0.2615;0.245;9
