95430010,9.9919312,56.783064,48.4084299841243
95430010,9.9928324,56.7830523,48.3455239811571
95430010,9.9929826,56.7829465,47.8144604273494
95430010,9.9930147,56.7825996,46.6327173945236
95430010,9.9931542,56.782488,46.5361263270983
95430010,9.9933366,56.782441,46.4464352562531
95430010,9.9976073,56.7822212,47.1332377793742
95430010,9.9998975,56.7822822,50.8948913547083
95430010,10.0018338,56.7822907,46.5949343211633
95430010,10.0026814,56.7822409,45.4778740195279
95430010,10.0034218,56.7821762,45.2358614850812
95430010,10.0044142,56.7820087,45.3141262046828
95430010,10.0052456,56.7819499,45.988637175306
95430010,10.0063293,56.7821351,49.8141252328397
95430010,10.0090594,56.7820986,49.8788089575458
95430010,10.0116458,56.7821553,46.4957333584913
95430010,10.0129519,56.7822306,43.8604019413508
95430018,10.0310693,56.8014621,30.6517912844985
95430018,10.0300393,56.7990418,26.4773874449796
95430018,10.0291381,56.7983133,27.2328309577525
95430018,10.028516,56.7980548,26.6232168565595
95430018,10.0258122,56.7974203,32.6132531574504
95430018,10.0252973,56.797338,32.6179708071573
95430018,10.0227224,56.7972558,36.332700834355
95430018,10.0194881,56.7968569,35.8263692700786
95430018,10.017873,56.7965037,32.9840697633659
95430018,10.0160061,56.7963627,34.9958922493032
95430018,10.0152122,56.7962335,36.5258576048915
95430018,10.014504,56.7959867,37.5725502013629
95430018,10.0139032,56.7956577,38.985708360264
95430018,10.013238,56.7953992,38.1308112698167
95430018,10.0103412,56.7946236,41.9799553889282
95430018,10.0069295,56.7933192,44.691238778407
95430018,10.0058781,56.7930137,46.5980424893719
95430018,10.0054703,56.7929667,47.3454602974528
95430018,10.004655,56.7931312,51.0416332901768
95430018,10.0041401,56.7931782,53.836459073638
95430018,9.9980675,56.7928021,52.7561530490485
95430018,9.9964941,56.7926661,58.3743310956248
95430018,9.9945382,56.7925915,62.0637211531735
95430018,9.9928269,56.7926767,64.8015163206545
95430018,9.9908421,56.7925092,65.0697635947922
95430018,9.9866687,56.7920538,61.3899111213595
95430018,9.9861052,56.7920361,62.020157833167
95430018,9.9855583,56.792095,62.6718622806404
95430018,9.984877,56.7922683,61.0940233396056
95430018,9.9843136,56.7925562,59.6206037691125
95430018,9.9828009,56.793893,63.1400309185756
95430018,9.9825433,56.7940487,63.2530137582414
95430018,9.9814008,56.7943248,63.6964612533079
95430018,9.9794256,56.79497,59.1927919301357
95430018,9.9782283,56.7952811,59.4250951485991
95430018,9.9766249,56.7958322,57.9479070679582
95430018,9.9753502,56.7961806,57.1121627477641
95430018,9.9750215,56.7963266,57.657209681395
96645355,9.852658,57.4512147,29.747982298354
102587286,8.5237662,56.6469182,19.9129177486958
102587286,8.5236382,56.6465418,20.1892073124403
