0.043885,0.195534,0.260522,-0.393821,0.261718,-1.470679,0.52218,-3.588104,-3.490604,-1.457682,G
-0.696746,-0.055704,-3.210528,0.628849,0.261718,-0.01731,0.220177,-0.953297,-1.120812,-0.015056,W
-0.32643,0.321153,0.285416,-1.944952,-0.900198,-1.553729,-0.38383,0.169418,-0.154186,-1.125659,D
-0.128929,-0.322644,0.288973,0.764881,0.261718,0.356414,0.257927,-0.094845,-0.216549,0.301789,F
1.130144,-0.087108,-0.002652,-0.479635,0.082961,-0.307984,0.220177,-0.017417,-0.808997,-0.29189,A
0.117948,-0.220579,-3.210528,-1.623238,0.261718,0.14879,0.106925,-1.109164,-0.621908,0.198127,A
0.068573,-0.204876,0.424116,1.412158,0.261718,0.854712,0.182426,0.318703,0.344717,0.77822,A
0.080916,0.203385,0.249852,-0.423061,0.261718,-1.055431,0.220177,0.523672,0.812439,-0.953765,H
0.377169,0.014957,0.381439,0.292753,0.261718,-1.719828,0.371178,0.139616,-0.060642,-1.613892,H
-0.22768,0.289748,0.132491,-0.234783,0.261718,-1.138481,0.182426,0.529205,0.687713,-0.99984,E
-0.190648,-0.063555,0.441898,1.289493,0.261718,2.058932,0.220177,-0.472902,0.157628,1.858263,E
0.080916,-0.244132,0.214288,-0.37914,0.261718,-0.058835,0.55993,0.635349,0.375899,-0.240029,F
-0.079554,-0.338346,0.40989,0.129748,0.17234,-0.058835,0.182426,0.283464,0.531806,-0.039143,A
0.031541,-0.118513,0.374326,-0.066706,0.261718,-0.515608,-0.006326,-0.123308,0.40708,-0.345343,A
-0.042522,0.540986,0.253409,-0.836378,0.261718,0.480988,0.446679,0.657405,0.62535,0.298799,A
-0.252367,-0.063555,0.594823,0.891245,0.529852,0.397939,-1.025587,1.457358,1.342524,1.133725,X
-3.498799,19.470188,0.256965,0.105669,-4.922215,-0.432558,0.484429,0.408926,-3.085245,-0.522843,A
0.179667,-0.330495,0.530808,-0.314183,0.082961,-0.141884,0.635431,0.117016,0.531806,-0.354927,A
0.15498,-0.040001,0.363657,1.200934,0.261718,1.643684,0.484429,0.151265,0.126447,1.302353,A
2.105308,-0.079257,0.239183,-1.152363,-0.989576,-1.30458,-0.157328,-1.283146,-1.775623,-0.997103,A
0.056229,0.054213,0.392108,-0.02896,0.261718,-0.972381,0.295677,0.409004,0.313536,-0.935357,H
0.710453,-0.102811,0.157386,1.199979,0.976743,-0.806282,-1.063338,0.71701,1.404887,-0.015526,I
0.698109,-0.306942,-0.03466,0.062642,0.976743,0.397939,-1.176589,-0.126997,1.061891,1.318133,I
0.068573,-0.204876,0.424116,1.412158,0.261718,0.605563,0.55993,0.030345,0.064084,0.349768,A
0.512951,-0.071406,-3.210528,0.755482,0.976743,-0.723232,-0.157328,0.22116,0.812439,-0.459926,I
0.080916,-0.244132,0.45968,0.426726,0.261718,-0.10036,0.182426,0.608692,0.157628,-0.062011,A
