-0.042522,0.140576,0.089814,0.07231,0.261718,2.349606,0.446679,-2.200485,-1.339082,1.956356,A
-0.030178,0.572391,5.083004,-0.109553,-1.257711,0.314889,0.333428,0.892894,0.344717,0.215606,G
-0.054866,-0.024299,0.079145,0.136282,0.261718,-0.681707,0.144676,0.75854,0.219991,-0.578272,F
0.241386,-0.110662,0.324537,-0.772226,0.261718,-0.01731,0.446679,-0.849153,-0.185368,-0.142804,F
0.167323,0.117022,0.047137,-0.174809,0.261718,-0.01731,0.106925,0.227082,0.282354,0.036576,A
0.364825,-0.149918,0.171611,0.04277,0.261718,-0.432558,0.52218,0.73429,-0.029461,-0.541901,F
0.019197,-0.016448,0.324537,-0.20781,0.261718,-0.307984,0.52218,0.316742,0.438262,-0.452862,H
9.52396,-0.181323,0.068476,-2.809808,-2.777139,-1.678304,-3.10186,0.395336,-2.399252,-2.500064,A
0.056229,0.054213,0.392108,-0.02896,0.261718,-0.01731,0.106925,-0.298901,0.18881,0.061205,H
0.624046,-2.426761,0.178724,0.711352,1.066121,-1.138481,-1.176589,1.561406,1.841428,-0.285489,I
0.043885,0.069915,0.285416,0.372779,0.261718,-0.141884,0.257927,0.170719,-0.590727,-0.153449,H
0.117948,-0.212727,0.23207,0.807221,-1.078955,0.688613,0.55993,1.348302,0.594169,0.43249,A
0.624046,-0.071406,0.221401,-0.586246,0.887365,-0.266459,-1.554093,-0.352196,0.999528,0.861593,I
0.031541,0.446772,0.072032,0.600056,0.261718,-0.141884,-0.572582,0.27032,0.157628,0.331481,F
0.698109,-0.306942,-0.03466,0.062642,0.976743,0.397939,-1.176589,-0.126997,1.061891,1.318133,I
0.056229,-0.730905,0.441898,0.183695,0.261718,0.522513,-0.081827,-0.337111,-0.154186,0.650664,A
-0.486901,-0.259834,-3.210528,0.221798,0.351096,0.688613,0.220177,1.281183,1.124254,0.598586,E
0.15498,-0.448263,0.356544,-0.003837,0.261718,-0.432558,0.106925,0.052265,0.126447,-0.319038,F
0.303106,-0.134216,-0.002652,-0.624558,0.261718,0.439463,0.182426,-1.10897,-0.185368,0.430465,A
0.019197,-0.087108,0.292529,0.240776,0.17234,-0.266459,0.52218,0.130645,0.126447,-0.39595,A
0.056229,0.43107,-3.210528,-1.133148,0.261718,0.107265,-0.42158,-1.654582,-0.43482,0.464798,A
0.15498,-0.385453,0.381439,0.314237,0.261718,-0.224934,-0.195078,-0.58654,-0.247731,0.014238,F
0.179667,0.258344,0.189393,-0.133304,0.17234,-1.096956,-2.875357,-0.399939,-0.497183,-2.349822,A
0.043885,-0.157769,0.328093,0.552225,0.261718,0.522513,0.182426,-0.260245,-0.123005,0.514104,A
-0.116585,-0.079257,0.381439,1.540879,0.17234,0.771662,-0.006326,0.140043,1.280161,0.825451,X
0.080916,0.588093,0.01513,0.00225,0.261718,-0.557133,0.371178,0.798186,0.18881,-0.57339,F
0.25373,0.219088,0.14316,0.720541,0.261718,-0.474083,-0.006326,0.922153,0.40708,-0.313734,A
0.068573,-0.652394,0.395665,1.220985,0.261718,0.647088,0.748682,-0.120609,0.40708,0.294086,A
0.15498,-0.275537,0.417003,0.813815,0.261718,0.231839,0.257927,0.040985,0.18881,0.200671,A
-0.00549,-0.660245,0.345875,-0.270589,0.261718,1.186911,1.050686,-0.612149,-0.185368,0.569822,A
0.192011,0.148427,0.19295,-1.29308,0.261718,-0.598658,0.257927,-0.522217,0.843621,-0.555982,H
-0.351118,-0.244132,0.594823,1.592678,0.797987,0.314889,-0.685833,-0.188194,0.18881,0.937721,X
0.09326,-0.267686,0.168055,-0.383884,0.261718,-0.058835,0.899684,-0.656067,-0.060642,-0.408114,A
0.031541,0.195534,0.246296,0.627208,0.261718,-0.764757,0.220177,0.756171,0.687713,-0.689577,H
0.080916,-0.071406,0.160942,1.225521,0.17234,-0.515608,0.257927,1.642795,1.093072,-0.483374,A
0.759828,-1.304042,-0.023991,-0.973663,-0.006417,0.813187,-2.2336,1.136616,1.903791,2.609177,I
-3.498799,-0.369751,0.552147,0.331573,-4.922215,1.062336,0.484429,-0.463272,-0.278912,0.794663,E
-0.375806,-0.291239,-3.210528,-0.835274,0.082961,-1.055431,0.295677,-0.221414,-0.060642,-0.985048,D
-0.190648,-0.691649,0.28186,-0.194472,0.17234,-0.764757,-0.006326,0.864101,1.061891,-0.584468,E
0.142636,-1.916434,-0.023991,-0.504341,0.261718,0.107265,0.446679,0.578617,0.219991,-0.029052,A
-0.314087,-0.063555,0.42056,0.003921,0.17234,-1.429155,0.333428,-0.428849,-0.497183,-1.337552,D
0.167323,0.588093,-0.002652,-0.309259,0.261718,0.190314,0.031425,0.522546,-0.497183,0.278498,F
0.204355,-0.275537,0.360101,-0.278884,0.261718,0.356414,0.371178,-1.256974,-0.87136,0.278643,A
0.624046,-0.071406,0.221401,-0.586246,0.887365,-0.930856,-1.32759,0.571298,1.404887,0.026908,I
0.31545,-0.330495,0.555703,-0.374098,0.708609,-2.052027,-1.478592,0.54928,1.903791,-1.027518,Y
-3.498799,-0.087108,0.438342,-1.227108,-4.922215,-0.432558,-0.157328,-0.268108,0.064084,-0.191965,C
0.117948,0.627349,0.075589,0.831628,0.261718,0.647088,0.257927,0.836104,0.531806,0.567364,A
-0.314087,-0.024299,-1.681275,0.307284,0.261718,0.896237,0.220177,1.338653,1.03071,0.831877,E
-0.277055,0.038511,0.42056,3.987152,0.17234,1.809783,-2.346852,2.068711,0.344717,1.182235,X
0.068573,0.289748,0.107596,1.267115,0.261718,0.356414,0.220177,0.990671,-0.154186,0.319474,A
-0.116585,0.281897,0.335206,-0.518215,0.082961,-0.141884,0.673182,-0.0186,0.500624,-0.35559,D
0.056229,0.281897,-0.091562,-0.919149,-0.185173,0.979286,0.55993,1.393715,0.157628,0.758172,F
-0.030178,0.014957,0.264078,0.374062,0.261718,0.14879,0.182426,0.426808,0.313536,0.177223,A
-0.215336,0.776522,0.502357,-1.289141,-0.721442,0.813187,-2.913108,-0.869442,-0.497183,-1.083141,A
9.52396,-0.181323,0.068476,-2.809808,-2.777139,-0.515608,-2.648855,-0.118726,-2.866974,-2.055966,A
0.080916,0.588093,0.01513,0.00225,0.261718,-0.307984,0.333428,0.253312,0.095265,-0.335397,F
-0.104241,-0.079257,0.552147,1.388496,0.61923,-1.30458,-1.28984,1.200784,1.934972,-0.392599,Y
-0.116585,0.203385,5.49199,1.852806,-1.436467,1.26996,0.333428,0.321713,-0.964905,1.07351,A
