0.6;0.41;0.145;0.939;0.4475;0.196;0.268;8
0.6;0.475;0.16;1.164;0.5045;0.2635;0.335;12
0.61;0.47;0.175;1.214;0.5315;0.2835;0.325;10
0.615;0.49;0.19;1.1345;0.4695;0.257;0.348;11
0.62;0.51;0.18;1.233;0.592;0.274;0.322;10
0.625;0.495;0.18;1.0815;0.4715;0.254;0.3135;10
0.625;0.47;0.175;1.179;0.605;0.258;0.271;9
0.64;0.5;0.165;1.1635;0.554;0.239;0.32;11
0.64;0.475;0.175;1.1545;0.4865;0.341;0.288;9
0.645;0.52;0.175;1.3345;0.667;0.2665;0.355;10
0.65;0.505;0.18;1.469;0.7115;0.3335;0.38;9
0.655;0.52;0.18;1.492;0.7185;0.36;0.355;11
0.655;0.54;0.175;1.5585;0.7285;0.402;0.385;11
0.66;0.5;0.175;1.3275;0.556;0.2805;0.4085;9
0.67;0.525;0.18;1.6615;0.8005;0.3645;0.43;10
0.69;0.525;0.19;1.492;0.6425;0.3905;0.42;12
0.7;0.575;0.2;1.7365;0.7755;0.3965;0.461;11
0.7;0.56;0.175;1.6605;0.8605;0.3275;0.398;11
0.71;0.57;0.195;1.348;0.8985;0.4435;0.4535;11
0.715;0.545;0.18;1.7405;0.871;0.347;0.449;10
0.72;0.545;0.185;1.7185;0.7925;0.401;0.468;11
0.215;0.15;0.055;0.041;0.015;0.009;0.0125;3
0.24;0.185;0.06;0.0655;0.0295;0.0005;0.02;4
0.26;0.205;0.07;0.097;0.0415;0.019;0.0305;4
0.32;0.24;0.085;0.131;0.0615;0.0265;0.038;6
0.33;0.23;0.085;0.1695;0.079;0.026;0.0505;6
0.335;0.26;0.085;0.192;0.097;0.03;0.054;6
0.35;0.26;0.09;0.1765;0.072;0.0355;0.0575;7
0.35;0.265;0.085;0.1735;0.0775;0.034;0.056;6
0.36;0.265;0.075;0.1785;0.0785;0.035;0.054;6
0.36;0.265;0.09;0.2055;0.096;0.037;0.0585;7
0.365;0.275;0.09;0.2345;0.108;0.051;0.0625;7
0.38;0.285;0.09;0.2305;0.1005;0.039;0.0775;7
0.4;0.31;0.115;0.314;0.1545;0.0595;0.087;6
0.4;0.315;0.09;0.33;0.151;0.068;0.08;6
0.4;0.265;0.1;0.2775;0.1245;0.0605;0.08;9
0.425;0.325;0.11;0.405;0.1695;0.092;0.1065;8
0.43;0.325;0.105;0.309;0.119;0.08;0.098;6
0.435;0.335;0.11;0.4385;0.2075;0.0715;0.1315;7
0.435;0.34;0.12;0.396;0.1775;0.081;0.125;8
0.445;0.355;0.095;0.3615;0.1415;0.0785;0.12;8
0.45;0.35;0.11;0.514;0.253;0.1045;0.14;8
0.455;0.435;0.11;0.4265;0.195;0.09;0.1205;8
0.46;0.34;0.09;0.384;0.1795;0.068;0.11;8
0.475;0.355;0.125;0.4865;0.2155;0.1105;0.142;9
0.475;0.36;0.135;0.4355;0.196;0.0925;0.125;8
0.475;0.35;0.115;0.498;0.2375;0.099;0.14;7
0.48;0.355;0.125;0.494;0.2385;0.0835;0.15;9
0.495;0.37;0.12;0.594;0.28;0.11;0.1375;7
0.5;0.365;0.125;0.528;0.229;0.103;0.1645;9
0.505;0.39;0.115;0.5585;0.2575;0.119;0.1535;8
0.515;0.4;0.135;0.636;0.3055;0.1215;0.1855;9
0.525;0.39;0.105;0.567;0.2875;0.1075;0.16;8
0.53;0.405;0.13;0.6615;0.2945;0.1395;0.19;9
0.53;0.42;0.13;0.658;0.296;0.1245;0.198;8
0.535;0.415;0.135;0.78;0.3165;0.169;0.2365;8
0.535;0.41;0.13;0.6075;0.268;0.1225;0.1975;9
0.54;0.41;0.135;0.7025;0.31;0.177;0.2;8
0.55;0.425;0.155;0.8725;0.412;0.187;0.2425;10
0.565;0.45;0.175;1.2365;0.5305;0.2455;0.308;10
0.57;0.47;0.155;1.186;0.6355;0.2315;0.277;10
0.57;0.42;0.13;0.7745;0.3535;0.1505;0.2365;9
0.57;0.42;0.16;0.8875;0.4315;0.1915;0.223;8
0.575;0.455;0.155;0.8725;0.349;0.2095;0.285;8
0.575;0.44;0.125;0.8515;0.4555;0.1715;0.1965;9
0.575;0.475;0.16;0.895;0.3605;0.221;0.271;9
0.575;0.45;0.155;0.886;0.3605;0.211;0.2575;9
0.58;0.46;0.14;0.9265;0.4135;0.1845;0.27;10
0.58;0.46;0.14;0.8295;0.3915;0.165;0.238;10
0.58;0.47;0.15;0.907;0.444;0.1855;0.2445;11
0.58;0.47;0.165;1.041;0.54;0.166;0.279;9
0.585;0.465;0.165;0.9355;0.4035;0.2275;0.259;9
0.585;0.46;0.165;1.058;0.486;0.25;0.294;9
0.595;0.465;0.145;0.7955;0.3425;0.1795;0.2425;10
